id,referencia,marca,capacidad,consumo,ciudad,responsable
3968,ACH22,sony,1517,1511,La estrella,Jhon doe
626,ACH22,sony,1998,1637,La estrella,Pedro Perez
8977,ACH01,sony,268,328,Medellin,Carlos Zapata
7964,ACH22,sony,1846,1701,La estrella,Pedro Perez
7058,ACH43,rico,638,708,Envigado,Ana Rubio
3487,ACH01,rico,1753,1579,La estrella,Martha builes
5322,ACH43,sony,1854,1963,La estrella,Carlos Zapata
3685,ACH22,sony,2395,2250,itagui,Jhon doe
3390,ACH01,kalley,1094,1144,Sabaneta,Jhon doe
8647,ACH01,kalley,946,703,Envigado,Jhon doe
5733,ACH43,rico,513,918,Envigado,Pedro Perez
2664,ACH01,kalley,235,475,Medellin,Martha builes
9575,ACH43,kalley,1413,1328,Sabaneta,Jhon doe
9181,ACH22,sony,1869,1531,La estrella,Martha builes
1081,ACH43,kalley,749,937,Envigado,Carlos Zapata
1876,ACH43,rico,1458,1352,Sabaneta,Carlos Zapata
498,ACH01,kalley,2214,2184,itagui,Pedro Perez
4861,ACH43,rico,1116,1015,Sabaneta,Martha builes
3652,ACH43,kalley,1283,1298,Sabaneta,Carlos Zapata
8745,ACH22,kalley,2376,2314,itagui,Jhon doe
1598,ACH43,sony,1452,1255,Sabaneta,Martha builes
9030,ACH43,sony,1816,1649,La estrella,Ana Rubio
6374,ACH22,rico,737,514,Envigado,Carlos Zapata
7292,ACH01,kalley,2399,2120,itagui,Carlos Zapata
1572,ACH01,sony,1732,1591,La estrella,Martha builes
8333,ACH01,rico,643,517,Envigado,Ana Rubio
5453,ACH43,kalley,1259,1027,Sabaneta,Ana Rubio
1999,ACH43,kalley,1228,1164,Sabaneta,Jhon doe
5407,ACH22,rico,2064,2067,itagui,Martha builes
6937,ACH01,kalley,554,731,Envigado,Carlos Zapata
3483,ACH22,kalley,323,478,Medellin,Carlos Zapata
4722,ACH22,rico,161,446,Medellin,Ana Rubio
8404,ACH43,sony,2411,2045,itagui,Pedro Perez
7305,ACH22,kalley,1879,1784,La estrella,Martha builes
8898,ACH22,rico,258,351,Medellin,Pedro Perez
3751,ACH01,rico,519,932,Envigado,Martha builes
3865,ACH22,kalley,759,646,Envigado,Pedro Perez
6761,ACH01,sony,1549,1807,La estrella,Ana Rubio
8798,ACH22,sony,1957,1753,La estrella,Pedro Perez
4031,ACH01,sony,951,781,Envigado,Ana Rubio
6278,ACH22,rico,1322,1178,Sabaneta,Pedro Perez
9871,ACH22,rico,1037,1363,Sabaneta,Jhon doe
4193,ACH43,kalley,1259,1405,Sabaneta,Carlos Zapata
7814,ACH43,sony,1246,1076,Sabaneta,Pedro Perez
5290,ACH22,rico,932,548,Envigado,Martha builes
8820,ACH43,rico,1334,1083,Sabaneta,Pedro Perez
6032,ACH22,rico,1036,1234,Sabaneta,Ana Rubio
5436,ACH43,kalley,845,616,Envigado,Jhon doe
6147,ACH43,kalley,2118,2480,itagui,Carlos Zapata
60,ACH43,kalley,626,998,Envigado,Jhon doe
9307,ACH01,sony,2195,2096,itagui,Jhon doe
8410,ACH22,rico,454,451,Medellin,Martha builes
4491,ACH43,rico,590,520,Envigado,Jhon doe
5382,ACH01,kalley,1930,1613,La estrella,Pedro Perez
3851,ACH01,rico,339,208,Medellin,Martha builes
4500,ACH01,rico,1034,1211,Sabaneta,Pedro Perez
3853,ACH22,rico,442,352,Medellin,Pedro Perez
4328,ACH01,sony,641,544,Envigado,Pedro Perez
6293,ACH43,sony,175,435,Medellin,Carlos Zapata
8022,ACH01,kalley,1397,1029,Sabaneta,Pedro Perez
4376,ACH43,kalley,771,797,Envigado,Pedro Perez
6597,ACH01,rico,871,637,Envigado,Ana Rubio
5155,ACH22,rico,2479,2296,itagui,Ana Rubio
2468,ACH43,sony,1935,1956,La estrella,Pedro Perez
613,ACH43,rico,2171,2411,itagui,Ana Rubio
841,ACH43,rico,1561,1533,La estrella,Martha builes
7550,ACH22,sony,602,559,Envigado,Martha builes
5344,ACH43,rico,2120,2236,itagui,Martha builes
6434,ACH22,rico,315,196,Medellin,Carlos Zapata
2204,ACH43,sony,2468,2236,itagui,Ana Rubio
7650,ACH43,rico,228,342,Medellin,Pedro Perez
4479,ACH22,kalley,664,500,Envigado,Ana Rubio
6220,ACH22,rico,601,945,Envigado,Ana Rubio
6578,ACH43,rico,569,688,Envigado,Ana Rubio
2085,ACH43,rico,420,168,Medellin,Pedro Perez
5401,ACH43,kalley,2057,2158,itagui,Ana Rubio
3920,ACH01,sony,1354,1489,Sabaneta,Carlos Zapata
8974,ACH01,rico,1484,1473,Sabaneta,Jhon doe
650,ACH43,rico,285,449,Medellin,Carlos Zapata
8981,ACH01,rico,871,503,Envigado,Martha builes
9931,ACH22,rico,2328,2069,itagui,Martha builes
6352,ACH01,kalley,497,268,Medellin,Martha builes
1171,ACH22,rico,2064,2458,itagui,Carlos Zapata
7059,ACH01,sony,1946,1814,La estrella,Carlos Zapata
7911,ACH43,rico,494,280,Medellin,Jhon doe
5922,ACH22,sony,2169,2233,itagui,Ana Rubio
6742,ACH01,kalley,2452,2075,itagui,Carlos Zapata
3832,ACH22,rico,1166,1253,Sabaneta,Pedro Perez
2015,ACH01,kalley,837,523,Envigado,Jhon doe
6218,ACH01,sony,1325,1377,Sabaneta,Carlos Zapata
9339,ACH01,rico,1995,1936,La estrella,Pedro Perez
4547,ACH43,sony,286,241,Medellin,Jhon doe
752,ACH01,kalley,1095,1091,Sabaneta,Carlos Zapata
7261,ACH01,rico,1712,1789,La estrella,Carlos Zapata
1168,ACH22,kalley,1681,1557,La estrella,Jhon doe
9957,ACH01,rico,676,510,Envigado,Carlos Zapata
6031,ACH22,sony,1720,1724,La estrella,Jhon doe
3252,ACH22,sony,526,793,Envigado,Carlos Zapata
9434,ACH43,kalley,1667,1935,La estrella,Carlos Zapata
1948,ACH01,rico,1299,1072,Sabaneta,Carlos Zapata
7620,ACH43,rico,363,347,Medellin,Jhon doe
6058,ACH43,kalley,2487,2337,itagui,Carlos Zapata
9769,ACH22,kalley,198,353,Medellin,Ana Rubio
7409,ACH43,sony,740,928,Envigado,Martha builes
4955,ACH22,sony,1745,1939,La estrella,Jhon doe
7297,ACH22,rico,1769,1640,La estrella,Martha builes
8349,ACH22,kalley,438,442,Medellin,Pedro Perez
3935,ACH43,rico,499,294,Medellin,Carlos Zapata
2993,ACH43,rico,1626,1943,La estrella,Martha builes
3657,ACH22,kalley,2229,2106,itagui,Jhon doe
4517,ACH01,sony,1939,1752,La estrella,Pedro Perez
8149,ACH43,kalley,1866,1811,La estrella,Martha builes
1419,ACH43,kalley,275,468,Medellin,Ana Rubio
5825,ACH01,kalley,1027,1459,Sabaneta,Ana Rubio
1803,ACH01,rico,1565,1844,La estrella,Carlos Zapata
8340,ACH01,kalley,2311,2204,itagui,Ana Rubio
9729,ACH22,rico,1774,1765,La estrella,Jhon doe
5542,ACH22,rico,1304,1118,Sabaneta,Martha builes
3682,ACH01,kalley,254,173,Medellin,Carlos Zapata
5626,ACH43,rico,1563,1553,La estrella,Jhon doe
5276,ACH43,kalley,2151,2479,itagui,Ana Rubio
239,ACH01,kalley,1433,1328,Sabaneta,Pedro Perez
2945,ACH43,rico,1391,1117,Sabaneta,Jhon doe
3687,ACH01,rico,1799,1746,La estrella,Carlos Zapata
6998,ACH43,sony,535,553,Envigado,Pedro Perez
4841,ACH22,rico,1333,1293,Sabaneta,Carlos Zapata
4146,ACH22,sony,1031,1094,Sabaneta,Jhon doe
6348,ACH01,kalley,341,368,Medellin,Pedro Perez
6891,ACH43,sony,170,315,Medellin,Jhon doe
4655,ACH43,sony,2321,2150,itagui,Pedro Perez
4809,ACH22,rico,2097,2190,itagui,Martha builes
6318,ACH43,rico,644,576,Envigado,Pedro Perez
3354,ACH43,kalley,2105,2443,itagui,Pedro Perez
330,ACH43,kalley,953,784,Envigado,Martha builes
1482,ACH22,sony,428,189,Medellin,Martha builes
9275,ACH43,kalley,976,637,Envigado,Martha builes
1686,ACH22,rico,280,359,Medellin,Carlos Zapata
6503,ACH22,rico,1309,1357,Sabaneta,Martha builes
6968,ACH22,rico,945,619,Envigado,Martha builes
4964,ACH01,rico,1812,1839,La estrella,Jhon doe
2037,ACH22,rico,356,415,Medellin,Pedro Perez
8946,ACH43,kalley,225,387,Medellin,Carlos Zapata
5628,ACH22,sony,653,798,Envigado,Jhon doe
210,ACH22,kalley,955,783,Envigado,Carlos Zapata
9018,ACH43,sony,2416,2180,itagui,Carlos Zapata
4784,ACH01,sony,130,134,Medellin,Pedro Perez
4550,ACH43,kalley,2500,2374,itagui,Jhon doe
8701,ACH01,rico,1314,1343,Sabaneta,Pedro Perez
2445,ACH22,kalley,1583,1586,La estrella,Martha builes
7943,ACH01,kalley,937,627,Envigado,Carlos Zapata
1105,ACH01,rico,1364,1113,Sabaneta,Ana Rubio
6958,ACH01,rico,992,521,Envigado,Ana Rubio
3065,ACH22,kalley,2303,2403,itagui,Carlos Zapata
9180,ACH22,sony,241,278,Medellin,Carlos Zapata
5100,ACH01,kalley,327,492,Medellin,Pedro Perez
9073,ACH43,rico,1329,1072,Sabaneta,Jhon doe
9995,ACH22,kalley,1758,1942,La estrella,Ana Rubio
746,ACH43,kalley,1169,1227,Sabaneta,Martha builes
1160,ACH01,sony,2187,2219,itagui,Martha builes
6884,ACH43,rico,1975,1932,La estrella,Carlos Zapata
2094,ACH22,rico,2032,2428,itagui,Jhon doe
5063,ACH22,rico,2049,2035,itagui,Martha builes
7593,ACH43,rico,794,643,Envigado,Pedro Perez
865,ACH43,rico,1632,1996,La estrella,Pedro Perez
5313,ACH43,sony,2110,2394,itagui,Carlos Zapata
8835,ACH01,sony,205,377,Medellin,Carlos Zapata
52,ACH01,kalley,250,324,Medellin,Pedro Perez
2880,ACH22,rico,387,122,Medellin,Carlos Zapata
1599,ACH01,sony,915,881,Envigado,Martha builes
7819,ACH22,sony,874,971,Envigado,Pedro Perez
3527,ACH43,rico,233,487,Medellin,Pedro Perez
2788,ACH01,sony,1932,1515,La estrella,Jhon doe
2540,ACH01,rico,1870,1910,La estrella,Pedro Perez
5866,ACH22,rico,319,392,Medellin,Carlos Zapata
8046,ACH43,kalley,1186,1356,Sabaneta,Carlos Zapata
7478,ACH22,kalley,663,666,Envigado,Jhon doe
8413,ACH43,sony,2470,2290,itagui,Ana Rubio
5117,ACH43,rico,400,131,Medellin,Carlos Zapata
6244,ACH43,sony,301,265,Medellin,Pedro Perez
4674,ACH43,kalley,2261,2215,itagui,Ana Rubio
596,ACH43,kalley,2238,2137,itagui,Jhon doe
7296,ACH01,rico,1427,1150,Sabaneta,Pedro Perez
7845,ACH43,sony,263,397,Medellin,Ana Rubio
3773,ACH43,kalley,253,249,Medellin,Pedro Perez
4538,ACH22,kalley,465,361,Medellin,Jhon doe
1566,ACH01,kalley,948,937,Envigado,Pedro Perez
2439,ACH43,sony,1265,1404,Sabaneta,Carlos Zapata
7095,ACH22,sony,1393,1499,Sabaneta,Martha builes
6211,ACH22,kalley,280,364,Medellin,Ana Rubio
8191,ACH01,kalley,2437,2487,itagui,Jhon doe
2229,ACH01,rico,1878,1637,La estrella,Ana Rubio
9488,ACH22,sony,1988,1792,La estrella,Jhon doe
1701,ACH22,sony,1760,1881,La estrella,Martha builes
2204,ACH22,sony,677,855,Envigado,Ana Rubio
1708,ACH01,sony,426,286,Medellin,Carlos Zapata
9294,ACH01,rico,417,366,Medellin,Ana Rubio
5156,ACH43,sony,1362,1213,Sabaneta,Carlos Zapata
4475,ACH22,kalley,1133,1467,Sabaneta,Pedro Perez
9849,ACH22,sony,864,522,Envigado,Martha builes
160,ACH22,kalley,808,933,Envigado,Carlos Zapata
631,ACH22,rico,1590,1724,La estrella,Carlos Zapata
765,ACH22,rico,1090,1300,Sabaneta,Jhon doe
7042,ACH22,rico,181,282,Medellin,Jhon doe
697,ACH22,rico,1898,1644,La estrella,Carlos Zapata
9020,ACH01,sony,319,249,Medellin,Pedro Perez
503,ACH01,sony,899,660,Envigado,Pedro Perez
55,ACH01,sony,600,712,Envigado,Pedro Perez
4814,ACH01,sony,845,958,Envigado,Ana Rubio
4507,ACH22,kalley,1500,1481,Sabaneta,Martha builes
7194,ACH43,kalley,1434,1003,Sabaneta,Carlos Zapata
5716,ACH01,rico,1519,1860,La estrella,Jhon doe
2480,ACH22,rico,1164,1482,Sabaneta,Carlos Zapata
9197,ACH22,sony,2370,2361,itagui,Ana Rubio
6422,ACH22,sony,1335,1409,Sabaneta,Martha builes
4806,ACH01,kalley,1024,1483,Sabaneta,Pedro Perez
5527,ACH43,rico,2377,2184,itagui,Pedro Perez
703,ACH22,kalley,1033,1431,Sabaneta,Carlos Zapata
9639,ACH01,sony,1750,1594,La estrella,Martha builes
1794,ACH22,sony,2076,2154,itagui,Martha builes
5640,ACH22,kalley,515,526,Envigado,Carlos Zapata
9110,ACH01,kalley,1586,1873,La estrella,Pedro Perez
1499,ACH01,kalley,1709,1538,La estrella,Martha builes
9901,ACH43,kalley,1715,1558,La estrella,Pedro Perez
5940,ACH01,kalley,1463,1467,Sabaneta,Martha builes
680,ACH43,rico,1724,1519,La estrella,Pedro Perez
8997,ACH43,kalley,452,170,Medellin,Pedro Perez
7709,ACH22,rico,2111,2458,itagui,Carlos Zapata
8213,ACH22,kalley,1052,1387,Sabaneta,Jhon doe
7502,ACH43,rico,964,798,Envigado,Ana Rubio
4812,ACH22,sony,245,331,Medellin,Pedro Perez
9345,ACH22,sony,987,694,Envigado,Carlos Zapata
2112,ACH01,rico,1325,1282,Sabaneta,Jhon doe
8856,ACH22,sony,526,652,Envigado,Carlos Zapata
6805,ACH43,kalley,1179,1379,Sabaneta,Jhon doe
307,ACH43,sony,1486,1475,Sabaneta,Carlos Zapata
97,ACH22,sony,214,309,Medellin,Martha builes
2134,ACH01,sony,2252,2236,itagui,Carlos Zapata
9706,ACH22,sony,1470,1154,Sabaneta,Pedro Perez
3298,ACH01,rico,952,933,Envigado,Jhon doe
3330,ACH43,kalley,686,808,Envigado,Jhon doe
8128,ACH43,kalley,1738,1610,La estrella,Jhon doe
9106,ACH22,kalley,1189,1356,Sabaneta,Jhon doe
4905,ACH22,kalley,1818,1972,La estrella,Carlos Zapata
5986,ACH43,kalley,139,232,Medellin,Jhon doe
5301,ACH43,sony,508,936,Envigado,Carlos Zapata
2887,ACH22,rico,1622,1654,La estrella,Jhon doe
964,ACH22,kalley,476,476,Medellin,Martha builes
912,ACH01,kalley,1744,1661,La estrella,Carlos Zapata
2494,ACH01,sony,2047,2453,itagui,Martha builes
2391,ACH43,kalley,655,695,Envigado,Carlos Zapata
5165,ACH01,rico,1920,1962,La estrella,Carlos Zapata
8874,ACH22,rico,1389,1140,Sabaneta,Ana Rubio
1560,ACH22,sony,1988,1719,La estrella,Pedro Perez
2189,ACH43,rico,2037,2464,itagui,Ana Rubio
6504,ACH01,rico,2281,2097,itagui,Pedro Perez
7361,ACH01,sony,1461,1313,Sabaneta,Ana Rubio
3450,ACH01,kalley,673,713,Envigado,Martha builes
2568,ACH01,rico,608,979,Envigado,Carlos Zapata
2173,ACH43,rico,1945,1884,La estrella,Martha builes
8913,ACH01,sony,1647,1587,La estrella,Jhon doe
6897,ACH22,kalley,2372,2082,itagui,Jhon doe
4364,ACH43,sony,1583,1506,La estrella,Jhon doe
1151,ACH22,rico,772,964,Envigado,Carlos Zapata
8995,ACH43,sony,274,235,Medellin,Ana Rubio
7082,ACH43,kalley,314,392,Medellin,Ana Rubio
6123,ACH01,sony,1840,1591,La estrella,Carlos Zapata
7004,ACH43,kalley,1843,1973,La estrella,Pedro Perez
6957,ACH01,kalley,1246,1057,Sabaneta,Jhon doe
6952,ACH43,rico,2421,2357,itagui,Jhon doe
7099,ACH43,sony,1730,1975,La estrella,Ana Rubio
4705,ACH01,sony,150,274,Medellin,Carlos Zapata
7835,ACH43,kalley,2096,2467,itagui,Carlos Zapata
4906,ACH01,kalley,807,717,Envigado,Jhon doe
3158,ACH22,sony,222,424,Medellin,Carlos Zapata
868,ACH01,sony,735,956,Envigado,Martha builes
5758,ACH01,sony,1868,1923,La estrella,Jhon doe
4957,ACH01,rico,1459,1134,Sabaneta,Carlos Zapata
2460,ACH43,sony,1462,1194,Sabaneta,Pedro Perez
3808,ACH22,kalley,1973,1707,La estrella,Carlos Zapata
2114,ACH01,rico,1348,1028,Sabaneta,Pedro Perez
3090,ACH22,kalley,1769,1620,La estrella,Pedro Perez
2541,ACH43,kalley,1339,1220,Sabaneta,Carlos Zapata
5816,ACH43,rico,2373,2386,itagui,Jhon doe
1655,ACH43,kalley,1228,1122,Sabaneta,Martha builes
2401,ACH22,rico,1353,1325,Sabaneta,Ana Rubio
8505,ACH22,kalley,2094,2027,itagui,Ana Rubio
6418,ACH43,sony,1654,1644,La estrella,Jhon doe
7398,ACH22,sony,2438,2021,itagui,Carlos Zapata
5615,ACH01,rico,2095,2088,itagui,Jhon doe
461,ACH43,sony,605,510,Envigado,Jhon doe
8651,ACH01,kalley,1037,1400,Sabaneta,Jhon doe
4231,ACH43,sony,2496,2301,itagui,Ana Rubio
6082,ACH43,sony,2242,2290,itagui,Jhon doe
4704,ACH43,rico,853,570,Envigado,Jhon doe
8432,ACH01,kalley,2197,2482,itagui,Martha builes
5938,ACH43,rico,1633,1727,La estrella,Ana Rubio
4107,ACH22,rico,1504,1813,La estrella,Ana Rubio
1781,ACH22,rico,938,873,Envigado,Carlos Zapata
2400,ACH43,rico,2374,2328,itagui,Carlos Zapata
7296,ACH43,sony,2223,2341,itagui,Jhon doe
6817,ACH43,rico,365,122,Medellin,Carlos Zapata
7729,ACH01,kalley,2026,2254,itagui,Pedro Perez
318,ACH43,rico,599,996,Envigado,Pedro Perez
9223,ACH01,sony,445,248,Medellin,Martha builes
7785,ACH22,kalley,673,735,Envigado,Ana Rubio
9715,ACH01,sony,1649,1914,La estrella,Jhon doe
7048,ACH01,sony,291,470,Medellin,Carlos Zapata
1479,ACH22,kalley,477,380,Medellin,Pedro Perez
4623,ACH22,kalley,355,295,Medellin,Jhon doe
3906,ACH22,rico,303,119,Medellin,Martha builes
4057,ACH22,kalley,1852,1766,La estrella,Carlos Zapata
7561,ACH01,kalley,2062,2227,itagui,Martha builes
9345,ACH43,rico,1958,1591,La estrella,Carlos Zapata
549,ACH01,kalley,715,801,Envigado,Martha builes
7484,ACH01,kalley,989,554,Envigado,Carlos Zapata
1454,ACH43,sony,1320,1123,Sabaneta,Ana Rubio
136,ACH43,sony,275,100,Medellin,Jhon doe
9331,ACH01,kalley,2279,2490,itagui,Jhon doe
3159,ACH43,sony,2174,2182,itagui,Carlos Zapata
6752,ACH22,kalley,306,349,Medellin,Ana Rubio
2196,ACH43,kalley,1821,1671,La estrella,Pedro Perez
5368,ACH43,sony,2298,2190,itagui,Martha builes
3129,ACH43,rico,1145,1378,Sabaneta,Martha builes
2366,ACH22,kalley,260,484,Medellin,Pedro Perez
598,ACH22,sony,2103,2366,itagui,Ana Rubio
8255,ACH01,rico,731,718,Envigado,Jhon doe
2006,ACH01,rico,1703,1904,La estrella,Ana Rubio
6628,ACH43,rico,1799,1768,La estrella,Jhon doe
1547,ACH22,kalley,132,313,Medellin,Martha builes
4845,ACH43,sony,2020,2246,itagui,Martha builes
7479,ACH43,sony,689,864,Envigado,Ana Rubio
136,ACH43,sony,758,998,Envigado,Carlos Zapata
8078,ACH01,sony,442,210,Medellin,Ana Rubio
3062,ACH01,rico,110,195,Medellin,Martha builes
7234,ACH22,kalley,161,131,Medellin,Carlos Zapata
6107,ACH43,rico,1637,1991,La estrella,Ana Rubio
930,ACH43,sony,333,268,Medellin,Pedro Perez
9589,ACH01,rico,1776,1672,La estrella,Carlos Zapata
1744,ACH22,sony,1159,1326,Sabaneta,Ana Rubio
6404,ACH22,rico,405,260,Medellin,Jhon doe
4569,ACH22,rico,500,249,Medellin,Pedro Perez
7021,ACH22,rico,2308,2046,itagui,Jhon doe
6174,ACH01,kalley,1793,1523,La estrella,Jhon doe
8446,ACH43,rico,539,763,Envigado,Carlos Zapata
7364,ACH43,sony,1901,1553,La estrella,Ana Rubio
7785,ACH43,sony,987,895,Envigado,Ana Rubio
910,ACH01,kalley,1655,1652,La estrella,Carlos Zapata
567,ACH01,sony,371,352,Medellin,Pedro Perez
6377,ACH22,kalley,2089,2322,itagui,Carlos Zapata
5075,ACH01,kalley,227,295,Medellin,Jhon doe
954,ACH43,kalley,828,855,Envigado,Martha builes
9012,ACH01,sony,904,986,Envigado,Martha builes
6235,ACH43,kalley,1737,1977,La estrella,Martha builes
3878,ACH01,kalley,1727,1554,La estrella,Pedro Perez
2313,ACH43,sony,612,527,Envigado,Martha builes
9854,ACH22,kalley,1837,1881,La estrella,Carlos Zapata
9689,ACH22,kalley,209,353,Medellin,Martha builes
7918,ACH01,rico,1730,1754,La estrella,Ana Rubio
5222,ACH43,sony,1208,1146,Sabaneta,Carlos Zapata
7836,ACH22,sony,1375,1268,Sabaneta,Ana Rubio
6914,ACH22,kalley,748,998,Envigado,Ana Rubio
3931,ACH43,rico,856,952,Envigado,Ana Rubio
5141,ACH22,sony,199,433,Medellin,Ana Rubio
1649,ACH22,sony,1986,1954,La estrella,Carlos Zapata
4360,ACH43,rico,1607,1594,La estrella,Martha builes
5720,ACH22,rico,457,143,Medellin,Pedro Perez
6325,ACH43,rico,1922,1630,La estrella,Pedro Perez
8445,ACH22,kalley,1405,1489,Sabaneta,Carlos Zapata
9449,ACH01,kalley,1183,1427,Sabaneta,Martha builes
7025,ACH22,rico,2207,2199,itagui,Ana Rubio
8021,ACH22,rico,925,836,Envigado,Carlos Zapata
9387,ACH01,rico,1991,1603,La estrella,Ana Rubio
567,ACH01,kalley,238,108,Medellin,Pedro Perez
8416,ACH01,kalley,1004,1302,Sabaneta,Martha builes
8294,ACH43,kalley,2130,2263,itagui,Carlos Zapata
8405,ACH22,sony,2264,2412,itagui,Ana Rubio
9172,ACH43,rico,1924,1945,La estrella,Ana Rubio
8680,ACH01,rico,2033,2026,itagui,Pedro Perez
2634,ACH01,rico,430,255,Medellin,Ana Rubio
4591,ACH01,kalley,1833,1640,La estrella,Jhon doe
9850,ACH22,sony,1797,1602,La estrella,Pedro Perez
2687,ACH22,kalley,209,285,Medellin,Pedro Perez
1009,ACH22,rico,826,990,Envigado,Jhon doe
8178,ACH01,rico,675,952,Envigado,Ana Rubio
360,ACH01,sony,1290,1286,Sabaneta,Martha builes
4815,ACH43,kalley,2317,2222,itagui,Martha builes
468,ACH22,rico,241,241,Medellin,Ana Rubio
4686,ACH01,kalley,1680,1762,La estrella,Jhon doe
7830,ACH43,sony,596,676,Envigado,Martha builes
7886,ACH01,kalley,1274,1088,Sabaneta,Martha builes
3684,ACH22,sony,1707,1711,La estrella,Martha builes
4226,ACH01,kalley,2063,2435,itagui,Martha builes
1522,ACH01,kalley,454,437,Medellin,Carlos Zapata
6132,ACH43,kalley,161,333,Medellin,Carlos Zapata
6971,ACH01,kalley,137,425,Medellin,Carlos Zapata
4061,ACH01,kalley,466,220,Medellin,Ana Rubio
2049,ACH22,sony,2483,2138,itagui,Pedro Perez
1133,ACH22,rico,425,394,Medellin,Jhon doe
1058,ACH22,kalley,869,952,Envigado,Carlos Zapata
7702,ACH43,sony,187,204,Medellin,Ana Rubio
6910,ACH01,sony,338,347,Medellin,Martha builes
5736,ACH01,rico,1281,1457,Sabaneta,Carlos Zapata
4193,ACH01,sony,410,450,Medellin,Ana Rubio
6947,ACH01,kalley,918,637,Envigado,Jhon doe
3037,ACH01,kalley,1356,1259,Sabaneta,Martha builes
1407,ACH22,sony,2168,2251,itagui,Martha builes
6304,ACH43,kalley,2061,2363,itagui,Carlos Zapata
8313,ACH22,sony,2500,2389,itagui,Pedro Perez
3701,ACH01,kalley,1823,1574,La estrella,Ana Rubio
3143,ACH01,kalley,2248,2099,itagui,Ana Rubio
1654,ACH22,sony,1160,1410,Sabaneta,Ana Rubio
689,ACH43,rico,299,334,Medellin,Jhon doe
1285,ACH22,kalley,695,890,Envigado,Jhon doe
8913,ACH01,sony,679,561,Envigado,Jhon doe
9770,ACH01,kalley,1893,1673,La estrella,Pedro Perez
1687,ACH01,sony,581,656,Envigado,Pedro Perez
1343,ACH43,rico,745,813,Envigado,Carlos Zapata
2431,ACH22,kalley,142,134,Medellin,Pedro Perez
6565,ACH43,rico,1648,1829,La estrella,Martha builes
230,ACH43,kalley,611,584,Envigado,Carlos Zapata
566,ACH22,sony,189,304,Medellin,Jhon doe
3261,ACH43,sony,537,632,Envigado,Pedro Perez
6142,ACH22,kalley,1305,1228,Sabaneta,Martha builes
4059,ACH43,sony,2032,2315,itagui,Martha builes
9499,ACH01,sony,953,559,Envigado,Jhon doe
2042,ACH22,kalley,2073,2296,itagui,Jhon doe
2302,ACH22,kalley,1545,1504,La estrella,Ana Rubio
4769,ACH43,sony,1046,1273,Sabaneta,Jhon doe
2558,ACH22,sony,2276,2353,itagui,Jhon doe
9284,ACH01,rico,2091,2256,itagui,Pedro Perez
5526,ACH43,sony,1587,1792,La estrella,Ana Rubio
1475,ACH01,rico,1001,1372,Sabaneta,Jhon doe
7284,ACH01,rico,877,910,Envigado,Jhon doe
8398,ACH01,rico,228,126,Medellin,Pedro Perez
525,ACH01,sony,334,103,Medellin,Jhon doe
1102,ACH01,kalley,1516,1893,La estrella,Ana Rubio
896,ACH22,rico,174,215,Medellin,Martha builes
8954,ACH01,sony,1999,1645,La estrella,Jhon doe
5619,ACH43,rico,117,402,Medellin,Jhon doe
5456,ACH01,rico,288,255,Medellin,Jhon doe
84,ACH22,kalley,2010,2377,itagui,Pedro Perez
6855,ACH01,sony,644,550,Envigado,Jhon doe
1897,ACH43,sony,1338,1213,Sabaneta,Martha builes
6463,ACH22,sony,457,324,Medellin,Pedro Perez
1759,ACH43,rico,674,697,Envigado,Martha builes
7130,ACH01,sony,181,202,Medellin,Carlos Zapata
2042,ACH43,kalley,1431,1488,Sabaneta,Ana Rubio
5841,ACH22,rico,1613,1746,La estrella,Ana Rubio
1354,ACH22,kalley,1136,1043,Sabaneta,Ana Rubio
278,ACH43,kalley,1969,1754,La estrella,Pedro Perez
3623,ACH22,sony,335,286,Medellin,Pedro Perez
5097,ACH22,sony,308,344,Medellin,Ana Rubio
3183,ACH22,sony,196,304,Medellin,Pedro Perez
561,ACH22,rico,2232,2100,itagui,Carlos Zapata
2284,ACH01,kalley,176,294,Medellin,Ana Rubio
3842,ACH43,kalley,103,464,Medellin,Pedro Perez
354,ACH43,kalley,2199,2185,itagui,Martha builes
1922,ACH01,kalley,596,825,Envigado,Jhon doe
1362,ACH22,rico,1718,1922,La estrella,Pedro Perez
3189,ACH22,rico,1605,1743,La estrella,Ana Rubio
1540,ACH43,rico,150,405,Medellin,Carlos Zapata
503,ACH22,kalley,1713,1719,La estrella,Pedro Perez
8386,ACH01,rico,648,884,Envigado,Ana Rubio
5651,ACH43,sony,699,519,Envigado,Carlos Zapata
2360,ACH01,rico,1298,1457,Sabaneta,Jhon doe
9129,ACH22,kalley,708,741,Envigado,Jhon doe
7324,ACH43,sony,402,243,Medellin,Carlos Zapata
6301,ACH01,kalley,261,493,Medellin,Martha builes
9427,ACH01,kalley,233,490,Medellin,Carlos Zapata
8600,ACH01,kalley,2193,2027,itagui,Carlos Zapata
7473,ACH22,kalley,115,258,Medellin,Carlos Zapata
5468,ACH22,kalley,2102,2178,itagui,Carlos Zapata
1082,ACH43,rico,1949,1826,La estrella,Martha builes
9382,ACH01,rico,1631,1702,La estrella,Jhon doe
531,ACH01,rico,2294,2150,itagui,Jhon doe
8153,ACH22,rico,1699,1693,La estrella,Ana Rubio
3587,ACH22,kalley,1524,1704,La estrella,Pedro Perez
1696,ACH01,rico,584,661,Envigado,Pedro Perez
